Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	InSPI2_R1 raw countings	InSPI2_R2 raw countings	LSP_R1 raw countings	LSP_R2 raw countings	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_016810.1	Protein Homology	CDS	1007541	1008962	.	+	0	ID=cds-WP_001134268.1;Parent=gene-SL1344_RS04710;Dbxref=GenBank:WP_001134268.1;Name=WP_001134268.1;Ontology_term=GO:0006865,GO:0055085,GO:0015171,GO:0022857,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=amino acid transmembrane transporter activity|0015171||IEA,transmembrane transporter activity|0022857||IEA;go_process=amino acid transport|0006865||IEA,transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459944.1;locus_tag=SL1344_RS04710;product=APC family permease;protein_id=WP_001134268.1;transl_table=11	9.0	11.333333333333334	7.0	5.0	8.03981620930902	-0.959890927725248	0.990637862227477	-0.968962488034635	0.332563905692729	0.474663689176785
sense	NC_016810.1	Protein Homology	CDS	1009255	1010052	.	-	0	ID=cds-WP_000067973.1;Parent=gene-SL1344_RS04715;Dbxref=GenBank:WP_000067973.1;Name=WP_000067973.1;Ontology_term=GO:0043365,GO:0051539;gbkey=CDS;gene=pflA;go_function=[formate-C-acetyltransferase]-activating enzyme activity|0043365||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015696619.1;locus_tag=SL1344_RS04715;product=pyruvate formate lyase 1-activating protein;protein_id=WP_000067973.1;transl_table=11	31.0	30.0	26.0	22.25	29.936547127611	-1.40174674351384	0.632810589061344	-2.21511265415623	0.0267523330909779	0.0693672802092224
sense	NC_016810.1	Protein Homology	CDS	1010171	1010497	.	-	0	ID=cds-WP_010989001.1;Parent=gene-SL1344_RS26570;Dbxref=GenBank:WP_010989001.1;Name=WP_010989001.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459946.1;locus_tag=SL1344_RS26570;product=hypothetical protein;protein_id=WP_010989001.1;transl_table=11	3.0	8.0	12.0	7.0	9.84020990974216	-2.37005146374948	0.983686850343108	-2.40935564292926	0.0159807167480257	0.0459904653141146
sense	NC_016810.1	Protein Homology	CDS	1010628	1011587	.	+	0	ID=cds-WP_001145561.1;Parent=gene-SL1344_RS04725;Dbxref=GenBank:WP_001145561.1;Name=WP_001145561.1;gbkey=CDS;gene=sopD2;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459947.1;locus_tag=SL1344_RS04725;product=SPI-2 type III secretion system effector SopD2;protein_id=WP_001145561.1;transl_table=11	526.0	378.0	6.0	6.0	124.199258602528	4.36213099591711	0.615605297537224	7.08592179659296	1.38121796852374e-12	4.72910197632048e-11
sense	NC_016810.1	Protein Homology	CDS	1011663	1013945	.	-	0	ID=cds-WP_001292799.1;Parent=gene-SL1344_RS04730;Dbxref=GenBank:WP_001292799.1;Name=WP_001292799.1;Ontology_term=GO:0005975,GO:0008861,GO:0005737;gbkey=CDS;gene=pflB;go_component=cytoplasm|0005737||IEA;go_function=formate C-acetyltransferase activity|0008861||IEA;go_process=carbohydrate metabolic process|0005975||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459948.1;locus_tag=SL1344_RS04730;product=formate C-acetyltransferase;protein_id=WP_001292799.1;transl_table=11	184.0	141.5	19.0	21.0	61.5713141521086	1.19652141599381	0.562053198754509	2.12884015008768	0.0332674878444606	0.0824300500619735
sense	NC_016810.1	Protein Homology	CDS	1014005	1014862	.	-	0	ID=cds-WP_000642539.1;Parent=gene-SL1344_RS04735;Dbxref=GenBank:WP_000642539.1;Name=WP_000642539.1;gbkey=CDS;gene=focA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459949.1;locus_tag=SL1344_RS04735;product=formate transporter FocA;protein_id=WP_000642539.1;transl_table=11	46.0	38.5	35.0	18.25	34.0719079072289	-1.04272229225357	0.609624236078927	-1.7104344455862	0.087185565959615	0.173891549340449
sense	NC_016810.1	Protein Homology	CDS	1015267	1017027	.	-	0	ID=cds-WP_000194823.1;Parent=gene-SL1344_RS04740;Dbxref=GenBank:WP_000194823.1;Name=WP_000194823.1;gbkey=CDS;gene=ycaO;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459950.1;locus_tag=SL1344_RS04740;product=30S ribosomal protein S12 methylthiotransferase accessory factor YcaO;protein_id=WP_000194823.1;transl_table=11	20.0	21.0	2.0	1.0	6.73724087991412	1.8797469009736	1.19168447788715	1.57738641045856	0.114706640412569	0.214532034489801
sense	NC_016810.1	Protein Homology	CDS	1017164	1017856	.	+	0	ID=cds-WP_000642866.1;Parent=gene-SL1344_RS04745;Dbxref=GenBank:WP_000642866.1;Name=WP_000642866.1;Ontology_term=GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459951.1;locus_tag=SL1344_RS04745;product=DUF421 domain-containing protein;protein_id=WP_000642866.1;transl_table=11	5.0	9.0	2.0	1.0	3.18309752436232	0.453895797852071	1.43548799648011	0.316196163928258	0.751853619243047	0.83192616774855
sense	NC_016810.1	Protein Homology	CDS	1018042	1019130	.	+	0	ID=cds-WP_000079584.1;Parent=gene-SL1344_RS04750;Dbxref=GenBank:WP_000079584.1;Name=WP_000079584.1;Ontology_term=GO:0006564,GO:0003824,GO:0004648;gbkey=CDS;gene=serC;go_function=catalytic activity|0003824||IEA,O-phospho-L-serine:2-oxoglutarate aminotransferase activity|0004648||IEA;go_process=L-serine biosynthetic process|0006564||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459952.1;locus_tag=SL1344_RS04750;product=3-phosphoserine/phosphohydroxythreonine transaminase;protein_id=WP_000079584.1;transl_table=11	143.0	212.66666666666666	6.0	16.5	58.769447062192	2.10427270480094	0.68248058047473	3.08327118016635	0.00204738492906371	0.00824701977442372
sense	NC_016810.1	Protein Homology	CDS	1019201	1020484	.	+	0	ID=cds-WP_000445178.1;Parent=gene-SL1344_RS04755;Dbxref=GenBank:WP_000445178.1;Name=WP_000445178.1;Ontology_term=GO:0009073,GO:0003866;gbkey=CDS;gene=aroA;go_function=3-phosphoshikimate 1-carboxyvinyltransferase activity|0003866||IEA;go_process=aromatic amino acid family biosynthetic process|0009073||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459953.1;locus_tag=SL1344_RS04755;product=3-phosphoshikimate 1-carboxyvinyltransferase;protein_id=WP_000445178.1;transl_table=11	57.0	57.5	3.0	1.5	17.4656400433065	2.65262856425561	0.906602221183175	2.92590124122326	0.00343459950117686	0.0129033021160173
sense	NC_016810.1	Protein Homology	CDS	1020627	1021388	.	+	0	ID=cds-WP_000792312.1;Parent=gene-SL1344_RS04760;Dbxref=GenBank:WP_000792312.1;Name=WP_000792312.1;Ontology_term=GO:0004222,GO:0008237,GO:0046872,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=metalloendopeptidase activity|0004222||IEA,metallopeptidase activity|0008237||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459954.1;locus_tag=SL1344_RS04760;product=M48 family metallopeptidase;protein_id=WP_000792312.1;transl_table=11	16.0	10.0	5.0	6.0	8.58282950834823	-0.550828722764736	0.980708627095047	-0.561663992287234	0.574344971747974	0.698910096880713
sense	NC_016810.1	Protein Homology	CDS	1021561	1022244	.	+	0	ID=cds-WP_000125006.1;Parent=gene-SL1344_RS04765;Dbxref=GenBank:WP_000125006.1;Name=WP_000125006.1;Ontology_term=GO:0015949,GO:0004127,GO:0005524;gbkey=CDS;gene=cmk;go_function=(d)CMP kinase activity|0004127||IEA,ATP binding|0005524||IEA;go_process=nucleobase-containing small molecule interconversion|0015949||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_000125007.1;locus_tag=SL1344_RS04765;product=(d)CMP kinase;protein_id=WP_000125006.1;transl_table=11	61.0	39.0	13.0	13.0	25.1207421946094	0.133963887151608	0.686532188275342	0.195131254498267	0.845290195292227	0.893634862601923
sense	NC_016810.1	Protein Homology	CDS	1022358	1024031	.	+	0	ID=cds-WP_000140324.1;Parent=gene-SL1344_RS04770;Dbxref=GenBank:WP_000140324.1;Name=WP_000140324.1;Ontology_term=GO:0006412,GO:0003723,GO:0003735,GO:0005840;gbkey=CDS;gene=rpsA;go_component=ribosome|0005840||IEA;go_function=RNA binding|0003723||IEA,structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005123560.1;locus_tag=SL1344_RS04770;product=30S ribosomal protein S1;protein_id=WP_000140324.1;transl_table=11	880.0	715.5	37.0	37.0	244.452384780907	2.59948089523207	0.470511982829476	5.52479212027674	3.2987595419019e-08	3.97566499990017e-07
sense	NC_016810.1	Protein Homology	CDS	1024187	1024471	.	+	0	ID=cds-WP_000167332.1;Parent=gene-SL1344_RS04775;Dbxref=GenBank:WP_000167332.1;Name=WP_000167332.1;Ontology_term=GO:0006310,GO:0006355,GO:0006417,GO:0075713,GO:0003677,GO:0005694;gbkey=CDS;gene=ihfB;go_component=chromosome|0005694||IEA;go_function=DNA binding|0003677||IEA;go_process=DNA recombination|0006310||IEA,regulation of DNA-templated transcription|0006355||IEA,regulation of translation|0006417||IEA,establishment of integrated proviral latency|0075713||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006819309.1;locus_tag=SL1344_RS04775;product=integration host factor subunit beta;protein_id=WP_000167332.1;transl_table=11	61.0	51.0	33.0	39.0	48.6407409847485	-1.16538502041774	0.579008168676739	-2.01272638878498	0.044143421646214	0.101918873118807
sense	NC_016810.1	Protein Homology	CDS	1024701	1026965	.	+	0	ID=cds-WP_000705784.1;Parent=gene-SL1344_RS04780;Dbxref=GenBank:WP_000705784.1;Name=WP_000705784.1;Ontology_term=GO:0030420,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_process=establishment of competence for transformation|0030420||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459958.1;locus_tag=SL1344_RS04780;product=ComEC family protein;protein_id=WP_000705784.1;transl_table=11	2.5	6.0	2.0	1.0	2.38831168547437	-0.237028389128575	1.56690371497026	-0.151271827913864	0.879761291588204	NA
sense	NC_016810.1	Protein Homology	CDS	1027002	1028750	.	+	0	ID=cds-WP_000551246.1;Parent=gene-SL1344_RS04785;Dbxref=GenBank:WP_000551246.1;Name=WP_000551246.1;Ontology_term=GO:0055085,GO:0005524,GO:0034040,GO:0140359,GO:0016020;gbkey=CDS;gene=msbA;go_component=membrane|0016020||IEA;go_function=ATP binding|0005524||IEA,ATPase-coupled lipid transmembrane transporter activity|0034040||IEA,ABC-type transporter activity|0140359||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459959.1;locus_tag=SL1344_RS04785;product=lipid A ABC transporter ATP-binding protein/permease MsbA;protein_id=WP_000551246.1;transl_table=11	55.5	48.0	12.0	2.076923076923077	19.2956496289974	1.19197009340535	0.811332461987999	1.46915124101491	0.141791772012885	0.250715146170671
sense	NC_016810.1	Protein Homology	CDS	1028747	1029724	.	+	0	ID=cds-WP_000561681.1;Parent=gene-SL1344_RS04790;Dbxref=GenBank:WP_000561681.1;Name=WP_000561681.1;Ontology_term=GO:0009245,GO:0009029;gbkey=CDS;gene=lpxK;go_function=tetraacyldisaccharide 4'-kinase activity|0009029||IEA;go_process=lipid A biosynthetic process|0009245||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459960.1;locus_tag=SL1344_RS04790;product=tetraacyldisaccharide 4'-kinase;protein_id=WP_000561681.1;transl_table=11	17.7	7.5	0.5	0	3.3694289037012	3.57975605839934	1.69997214474815	2.10577336190981	0.0352240437831219	0.0862367375701152
sense	NC_016810.1	Protein Homology	CDS	1029768	1031000	.	+	0	ID=cds-WP_000056911.1;Parent=gene-SL1344_RS04795;Dbxref=GenBank:WP_000056911.1;Name=WP_000056911.1;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459961.1;locus_tag=SL1344_RS04795;product=winged helix-turn-helix domain-containing protein;protein_id=WP_000056911.1;transl_table=11	3.0	3.0	0	0.125	0.794785838887951	1.49789811223934	2.11547643321205	0.708066555941253	0.478903927179155	NA
sense	NC_016810.1	Protein Homology	CDS	1031052	1031234	.	+	0	ID=cds-WP_000350061.1;Parent=gene-SL1344_RS04800;Dbxref=GenBank:WP_000350061.1;Name=WP_000350061.1;gbkey=CDS;gene=ycaR;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459962.1;locus_tag=SL1344_RS04800;product=protein YcaR;protein_id=WP_000350061.1;transl_table=11	7.0	7.5	1.0	0	2.36712842762535	1.81028449450008	1.71664818813575	1.05454600832685	0.291633008073925	NA
sense	NC_016810.1	Protein Homology	CDS	1031231	1031977	.	+	0	ID=cds-WP_000011576.1;Parent=gene-SL1344_RS04805;Dbxref=GenBank:WP_000011576.1;Name=WP_000011576.1;Ontology_term=GO:0009244,GO:0008690;gbkey=CDS;gene=kdsB;go_function=3-deoxy-manno-octulosonate cytidylyltransferase activity|0008690||IEA;go_process=lipopolysaccharide core region biosynthetic process|0009244||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459963.1;locus_tag=SL1344_RS04805;product=3-deoxy-manno-octulosonate cytidylyltransferase;protein_id=WP_000011576.1;transl_table=11	20.0	12.5	2.0	1.0	5.47788336325027	1.51912593563516	1.25158203238268	1.213764576616	0.22483763684409	0.353567745204199
sense	NC_016810.1	Protein Homology	CDS	1032188	1033081	.	+	0	ID=cds-WP_000436889.1;Parent=gene-SL1344_RS04810;Dbxref=GenBank:WP_000436889.1;Name=WP_000436889.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459964.1;locus_tag=SL1344_RS04810;product=YcbJ family phosphotransferase;protein_id=WP_000436889.1;transl_table=11	6.0	5.0	2.0	4.0	4.4084059520622	-0.894969134300584	1.26393896207892	-0.708079393983189	0.478895955160297	0.61218222863724
sense	NC_016810.1	Protein Homology	CDS	1033061	1033837	.	-	0	ID=cds-WP_000899563.1;Parent=gene-SL1344_RS04815;Dbxref=GenBank:WP_000899563.1;Name=WP_000899563.1;gbkey=CDS;gene=elyC;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459965.1;locus_tag=SL1344_RS04815;product=envelope biogenesis factor ElyC;protein_id=WP_000899563.1;transl_table=11	4.333333333333333	3.0	1.0	1.0	1.84582632266226	0.0127437487450474	1.68058835779081	0.00758290909607363	0.993949771888194	NA
sense	NC_016810.1	Protein Homology	CDS	1033973	1034776	.	+	0	ID=cds-WP_001154025.1;Parent=gene-SL1344_RS04820;Dbxref=GenBank:WP_001154025.1;Name=WP_001154025.1;gbkey=CDS;gene=cmoM;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459966.1;locus_tag=SL1344_RS04820;product=tRNA uridine 5-oxyacetic acid(34) methyltransferase CmoM;protein_id=WP_001154025.1;transl_table=11	8.0	10.5	2.0	0	3.14468517747481	1.33002347685551	1.53257218445145	0.867837411085187	0.385483346516084	0.525811046627915
sense	NC_016810.1	Protein Homology	CDS	1034769	1036091	.	+	0	ID=cds-WP_001288828.1;Parent=gene-SL1344_RS04825;Dbxref=GenBank:WP_001288828.1;Name=WP_001288828.1;Ontology_term=GO:0007059,GO:0005509;gbkey=CDS;gene=mukF;go_function=calcium ion binding|0005509||IEA;go_process=chromosome segregation|0007059||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005123549.1;locus_tag=SL1344_RS04825;product=chromosome partition protein MukF;protein_id=WP_001288828.1;transl_table=11	30.0	22.0	4.0	0	8.31922758087491	1.90383058294835	1.14766493985277	1.65887317529503	0.0971413510392667	0.189933089345432
sense	NC_016810.1	Protein Homology	CDS	1036072	1036776	.	+	0	ID=cds-WP_000060025.1;Parent=gene-SL1344_RS04830;Dbxref=GenBank:WP_000060025.1;Name=WP_000060025.1;Ontology_term=GO:0007059,GO:0030261;gbkey=CDS;gene=mukE;go_process=chromosome segregation|0007059||IEA,chromosome condensation|0030261||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459968.1;locus_tag=SL1344_RS04830;product=chromosome partition protein MukE;protein_id=WP_000060025.1;transl_table=11	13.0	16.0	3.5	0	5.35465590309901	1.13527834203286	1.28425801025127	0.883995531249004	0.376698625162414	0.518593468007899
sense	NC_016810.1	Protein Homology	CDS	1036776	1041242	.	+	0	ID=cds-WP_000572724.1;Parent=gene-SL1344_RS04835;Dbxref=GenBank:WP_000572724.1;Name=WP_000572724.1;Ontology_term=GO:0007059,GO:0030261,GO:0003677;gbkey=CDS;gene=mukB;go_function=DNA binding|0003677||IEA;go_process=chromosome segregation|0007059||IEA,chromosome condensation|0030261||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459969.1;locus_tag=SL1344_RS04835;product=chromosome partition protein MukB;protein_id=WP_000572724.1;transl_table=11	117.5	86.5	8.5	7.0	33.6388436251323	1.93642431474222	0.676064372793886	2.8642602578506	0.00417984427786416	0.015173338324343
sense	NC_016810.1	Protein Homology	CDS	1041587	1043428	.	+	0	ID=cds-WP_000925872.1;Parent=gene-SL1344_RS04840;Dbxref=GenBank:WP_000925872.1;Name=WP_000925872.1;Ontology_term=GO:0016740;gbkey=CDS;gene=ldtD;go_function=transferase activity|0016740||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459970.1;locus_tag=SL1344_RS04840;product=L%2CD-transpeptidase;protein_id=WP_000925872.1;transl_table=11	44.25	37.111111111111114	23.0	12.0	25.8895392480755	-0.507860409574954	0.659435980105259	-0.770143614993361	0.441214706488236	0.577314571831902
sense	NC_016810.1	Protein Homology	CDS	1043688	1044236	.	+	0	ID=cds-WP_000357052.1;Parent=gene-SL1344_RS04845;Dbxref=GenBank:WP_000357052.1;Name=WP_000357052.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459971.1;locus_tag=SL1344_RS04845;product=YcbK family protein;protein_id=WP_000357052.1;transl_table=11	46.0	44.0	0	0	11.9068589703566	5.3968518408864	1.46627132259573	3.6806638428503	0.000232627524373262	0.00125610525257462
sense	NC_016810.1	Protein Homology	CDS	1044264	1044911	.	+	0	ID=cds-WP_001109471.1;Parent=gene-SL1344_RS04850;Dbxref=GenBank:WP_001109471.1;Name=WP_001109471.1;Ontology_term=GO:0016787;gbkey=CDS;go_function=hydrolase activity|0016787||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003035823.1;locus_tag=SL1344_RS04850;product=MBL fold metallo-hydrolase;protein_id=WP_001109471.1;transl_table=11	43.0	35.0	2.0	1.0	11.5712414613912	2.76711998268023	1.07480393933948	2.5745346489712	0.0100375032328433	0.0317345196648027
sense	NC_016810.1	Protein Homology	CDS	1044973	1046163	.	-	0	ID=cds-WP_000462653.1;Parent=gene-SL1344_RS04855;Dbxref=GenBank:WP_000462653.1;Name=WP_000462653.1;gbkey=CDS;gene=aspC;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009653304.1;locus_tag=SL1344_RS04855;product=aspartate transaminase;protein_id=WP_000462653.1;transl_table=11	163.0	144.0	6.0	5.0	45.5276222094173	2.96265244960608	0.676296682749694	4.38069936637941	1.18298996722012e-05	8.44632410245075e-05
sense	NC_016810.1	Protein Homology	CDS	1046348	1047439	.	-	0	ID=cds-WP_000977713.1;Parent=gene-SL1344_RS04860;Dbxref=GenBank:WP_000977713.1;Name=WP_000977713.1;gbkey=CDS;gene=ompF;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459974.1;locus_tag=SL1344_RS04860;product=porin OmpF;protein_id=WP_000977713.1;transl_table=11	285.5	276.33333333333337	15.0	9.0	84.9408586752052	2.76267424013348	0.557130015488146	4.95876036711625	7.09444110280139e-07	6.59739229714216e-06
sense	NC_016810.1	Protein Homology	CDS	1048046	1049446	.	-	0	ID=cds-WP_000117870.1;Parent=gene-SL1344_RS04865;Dbxref=GenBank:WP_000117870.1;Name=WP_000117870.1;Ontology_term=GO:0006421,GO:0004816,GO:0005524;gbkey=CDS;gene=asnS;go_function=asparagine-tRNA ligase activity|0004816||IEA,ATP binding|0005524||IEA;go_process=asparaginyl-tRNA aminoacylation|0006421||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005123540.1;locus_tag=SL1344_RS04865;product=asparagine--tRNA ligase;protein_id=WP_000117870.1;transl_table=11	118.0	165.0	14.0	10.0	48.589424072277	1.78205013489825	0.615842991452178	2.89367608243152	0.00380760733485391	0.0140077178265138
sense	NC_016810.1	Protein Homology	CDS	1049647	1050108	.	-	0	ID=cds-WP_000762342.1;Parent=gene-SL1344_RS04870;Dbxref=GenBank:WP_000762342.1;Name=WP_000762342.1;Ontology_term=GO:0043565;gbkey=CDS;go_function=sequence-specific DNA binding|0043565||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459976.1;locus_tag=SL1344_RS04870;product=Lrp/AsnC family transcriptional regulator;protein_id=WP_000762342.1;transl_table=11	4.5	2.0	0	1.0	1.33319818577546	0.484577155977341	1.91421223278237	0.253147037553403	0.800154591604691	NA
sense	NC_016810.1	Protein Homology	CDS	1050425	1051639	.	+	0	ID=cds-WP_000544849.1;Parent=gene-SL1344_RS04880;Dbxref=GenBank:WP_000544849.1;Name=WP_000544849.1;Ontology_term=GO:0008838,GO:0030170;gbkey=CDS;gene=dpaL;go_function=diaminopropionate ammonia-lyase activity|0008838||IEA,pyridoxal phosphate binding|0030170||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459977.1;locus_tag=SL1344_RS04880;product=diaminopropionate ammonia-lyase;protein_id=WP_000544849.1;transl_table=11	2.5	0	1.0	5.5	3.94274528302512	-3.2411815348679	1.55008138304767	-2.09097507415726	0.0365302984395468	0.0884062563842204
sense	NC_016810.1	Protein Homology	CDS	1051884	1053320	.	+	0	ID=cds-WP_000893207.1;Parent=gene-SL1344_RS04885;Dbxref=GenBank:WP_000893207.1;Name=WP_000893207.1;Ontology_term=GO:0006814,GO:0006865,GO:0005283,GO:0015293,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=amino acid:sodium symporter activity|0005283||IEA,symporter activity|0015293||IEA;go_process=sodium ion transport|0006814||IEA,amino acid transport|0006865||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459978.1;locus_tag=SL1344_RS04885;product=alanine/glycine:cation symporter family protein;protein_id=WP_000893207.1;transl_table=11	0	0	3.0	1.0	1.67143953162262	-3.86065299633707	1.95194361016584	-1.97785067982013	0.0479455542414416	NA
sense	NC_016810.1	Protein Homology	CDS	1053398	1054600	.	-	0	ID=cds-WP_000191399.1;Parent=gene-SL1344_RS04890;Dbxref=GenBank:WP_000191399.1;Name=WP_000191399.1;Ontology_term=GO:0009435,GO:0004516;gbkey=CDS;gene=pncB;go_function=nicotinate phosphoribosyltransferase activity|0004516||IEA;go_process=NAD biosynthetic process|0009435||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459979.1;locus_tag=SL1344_RS04890;product=nicotinate phosphoribosyltransferase;protein_id=WP_000191399.1;transl_table=11	53.0	56.5	2.0	0	15.2064013737567	3.77037086997059	1.14095253491565	3.30458170220845	0.00095118247293521	0.00435549056375955
sense	NC_016810.1	Protein Homology	CDS	1054795	1056087	.	-	0	ID=cds-WP_001262306.1;Parent=gene-SL1344_RS04895;Dbxref=GenBank:WP_001262306.1;Name=WP_001262306.1;gbkey=CDS;gene=int;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459980.1;locus_tag=SL1344_RS04895;product=FimB-specific integrase Int;protein_id=WP_001262306.1;transl_table=11	46.0	26.0	2.0	5.0	12.900247784128	1.42443811465545	0.943925915319783	1.50905711087811	0.131284188649688	0.237858845701449
sense	NC_016810.1	Protein Homology	CDS	1056132	1056380	.	-	0	ID=cds-WP_000065276.1;Parent=gene-SL1344_RS04900;Dbxref=GenBank:WP_000065276.1;Name=WP_000065276.1;gbkey=CDS;gene=xis;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459981.1;locus_tag=SL1344_RS04900;product=excisionase Xis;protein_id=WP_000065276.1;transl_table=11	0	0	0	0	0	NA	NA	NA	NA	NA
sense	NC_016810.1	Protein Homology	CDS	1056421	1056660	.	-	0	ID=cds-WP_001237031.1;Parent=gene-SL1344_RS04905;Dbxref=GenBank:WP_001237031.1;Name=WP_001237031.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459982.1;locus_tag=SL1344_RS04905;product=DUF4060 family protein;protein_id=WP_001237031.1;transl_table=11	0	0	0	0	0	NA	NA	NA	NA	NA
sense	NC_016810.1	Protein Homology	CDS	1056703	1057860	.	-	0	ID=cds-WP_001539618.1;Parent=gene-SL1344_RS04910;Dbxref=GenBank:WP_001539618.1;Name=WP_001539618.1;Ontology_term=GO:0006310,GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;go_process=DNA recombination|0006310||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459983.3;locus_tag=SL1344_RS04910;product=RecT family recombinase;protein_id=WP_001539618.1;transl_table=11	1.0	0.5	0	0	0.125	-0.172742749466886	2.21280387618353	-0.0780650971042311	0.937776270912358	NA
sense	NC_016810.1	Protein Homology	CDS	1057823	1060708	.	-	0	ID=cds-WP_000017133.1;Parent=gene-SL1344_RS04915;Dbxref=GenBank:WP_000017133.1;Name=WP_000017133.1;Ontology_term=GO:0090304,GO:0051908;gbkey=CDS;go_function=double-stranded DNA 5'-3' DNA exonuclease activity|0051908||IEA;go_process=nucleic acid metabolic process|0090304||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459984.1;locus_tag=SL1344_RS04915;product=RecE family exodeoxyribonuclease;protein_id=WP_000017133.1;transl_table=11	1.0	0.8333333333333333	0	0	0.26492861296265	0.304965239705186	2.2166696774407	0.137578116761759	0.890573851338119	NA
sense	NC_016810.1	Protein Homology	CDS	1060835	1061134	.	-	0	ID=cds-WP_001668146.1;Parent=gene-SL1344_RS04920;Dbxref=GenBank:WP_001668146.1;Name=WP_001668146.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461566.1;locus_tag=SL1344_RS04920;product=hypothetical protein;protein_id=WP_001668146.1;transl_table=11	0	0	0	0	0	NA	NA	NA	NA	NA
sense	NC_016810.1	Protein Homology	CDS	1061156	1061314	.	-	0	ID=cds-WP_000917564.1;Parent=gene-SL1344_RS04925;Dbxref=GenBank:WP_000917564.1;Name=WP_000917564.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461565.1;locus_tag=SL1344_RS04925;product=YdaE family protein;protein_id=WP_000917564.1;transl_table=11	1.0	0	0	0	0.125	-0.172742749466886	2.21280387618353	-0.0780650971042311	0.937776270912358	NA
sense	NC_016810.1	Protein Homology	CDS	1061307	1061567	.	-	0	ID=cds-WP_014344008.1;Parent=gene-SL1344_RS26575;Dbxref=GenBank:WP_014344008.1;Name=WP_014344008.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459986.1;locus_tag=SL1344_RS26575;product=hypothetical protein;protein_id=WP_014344008.1;transl_table=11	0	0	0	0	0	NA	NA	NA	NA	NA
