# Reference library (divisor): control
# Comparison library (numerator): salt
Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	apigenin_r1 raw countings	apigenin_r2 raw countings	control_r1 raw countings	control_r2 raw countings	salt_r1 raw countings	salt_r2 raw countings	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_020059.1	Protein Homology	CDS	1152668	1153909	.	-	0	ID=cds-WP_041677835.1;Parent=gene-RTCIAT899_RS05580;Dbxref=GenBank:WP_041677835.1;Name=WP_041677835.1;Ontology_term=GO:0016987;gbkey=CDS;go_function=sigma factor activity|0016987||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339260.1;locus_tag=RTCIAT899_RS05580;product=RNA polymerase sigma factor;protein_id=WP_041677835.1;transl_table=11	1.0	22.5	1.1666666666666667	22.5	2.0	3.0	4.66528728752562	0.473379777452615	0.835788134671291	0.566387291007418	0.571130532297077	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1153920	1154300	.	-	0	ID=cds-WP_015339261.1;Parent=gene-RTCIAT899_RS05585;Dbxref=GenBank:WP_015339261.1;Name=WP_015339261.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339261.1;locus_tag=RTCIAT899_RS05585;product=YciI family protein;protein_id=WP_015339261.1;transl_table=11	14.0	7.571428571428571	7.25	12.5	1.5	0	5.99696831117004	-0.478964733823743	0.834813557937798	-0.573738566257725	0.566144726385325	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1154318	1154680	.	-	0	ID=cds-WP_015339262.1;Parent=gene-RTCIAT899_RS05590;Dbxref=GenBank:WP_015339262.1;Name=WP_015339262.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007693162.1;locus_tag=RTCIAT899_RS05590;product=YciI family protein;protein_id=WP_015339262.1;transl_table=11	0	5.2	0	16.0	1.5	0.5	1.7314746675413	0.102718859038534	0.716862499577903	0.143289485918172	0.886061559169154	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1154691	1155050	.	-	0	ID=cds-WP_015339263.1;Parent=gene-RTCIAT899_RS05595;Dbxref=GenBank:WP_015339263.1;Name=WP_015339263.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339263.1;locus_tag=RTCIAT899_RS05595;product=YciI family protein;protein_id=WP_015339263.1;transl_table=11	1.1666666666666667	6.0	0	7.5	2.0	0	1.66761645776709	0.366259491516414	0.736562930983127	0.497254852382469	0.61900934476804	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1155206	1155436	.	+	0	ID=cds-WP_041677314.1;Parent=gene-RTCIAT899_RS05600;Dbxref=GenBank:WP_041677314.1;Name=WP_041677314.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004121764.1;locus_tag=RTCIAT899_RS05600;product=hypothetical protein;protein_id=WP_041677314.1;transl_table=11	21.2	0	14.0	12.0	5.0	3.0	11.2454320112729	-0.0318507885556371	0.836649329039912	-0.0380694604658168	0.969632300669226	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1155453	1155779	.	-	0	ID=cds-WP_015339264.1;Parent=gene-RTCIAT899_RS05605;Dbxref=GenBank:WP_015339264.1;Name=WP_015339264.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339264.1;locus_tag=RTCIAT899_RS05605;product=hypothetical protein;protein_id=WP_015339264.1;transl_table=11	0	20.0	0.14285714285714285	27.5	0	0	2.10215094453464	-0.565522095653236	0.704831798931392	-0.802350428159788	0.422350279573964	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1155821	1157323	.	-	0	ID=cds-WP_015339265.1;Parent=gene-RTCIAT899_RS05610;Dbxref=GenBank:WP_015339265.1;Name=WP_015339265.1;Ontology_term=GO:0009116,GO:0044209,GO:0008714;gbkey=CDS;go_function=AMP nucleosidase activity|0008714||IEA;go_process=nucleoside metabolic process|0009116||IEA,AMP salvage|0044209||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018482506.1;locus_tag=RTCIAT899_RS05610;product=AMP nucleosidase;protein_id=WP_015339265.1;transl_table=11	19.5	36.83333333333333	8.0	50.0	7.0	3.2	13.8461964974086	0.152158845149951	0.791847986530245	0.192156635791533	0.84761951247199	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1157443	1157619	.	-	0	ID=cds-WP_015339266.1;Parent=gene-RTCIAT899_RS33760;Dbxref=GenBank:WP_015339266.1;Name=WP_015339266.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007693156.1;locus_tag=RTCIAT899_RS33760;product=hypothetical protein;protein_id=WP_015339266.1;transl_table=11	4.166666666666667	13.25	0.16666666666666666	22.0	1.0	3.0	4.05968082929728	0.42462577495574	0.829051176271472	0.512182826716956	0.608523060964036	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1157824	1158162	.	-	0	ID=cds-WP_015339267.1;Parent=gene-RTCIAT899_RS05615;Dbxref=GenBank:WP_015339267.1;Name=WP_015339267.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012756759.1;locus_tag=RTCIAT899_RS05615;product=DUF2147 domain-containing protein;protein_id=WP_015339267.1;transl_table=11	0	5.0	1.0769230769230769	13.0	0.08333333333333333	3.0	2.37980531572225	0.294678728238932	0.778595811977836	0.378474586821077	0.7050780689941	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1158628	1158891	.	+	0	ID=cds-WP_015339268.1;Parent=gene-RTCIAT899_RS05620;Dbxref=GenBank:WP_015339268.1;Name=WP_015339268.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018898836.1;locus_tag=RTCIAT899_RS05620;product=sel1 repeat family protein;protein_id=WP_015339268.1;transl_table=11	0	23.2	1.0	40.23846153846154	0	0	2.95229218407151	-0.891853999570221	0.767734722155528	-1.16166948534803	0.245369745266085	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1159022	1160134	.	-	0	ID=cds-WP_015339269.1;Parent=gene-RTCIAT899_RS05625;Dbxref=GenBank:WP_015339269.1;Name=WP_015339269.1;Ontology_term=GO:0016740,GO:0030170;gbkey=CDS;go_function=transferase activity|0016740||IEA,pyridoxal phosphate binding|0030170||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339269.1;locus_tag=RTCIAT899_RS05625;product=pyridoxal phosphate-dependent aminotransferase;protein_id=WP_015339269.1;transl_table=11	4.404761904761904	17.0	0.14285714285714285	47.333333333333336	3.25	4.0	6.5370790379694	0.371910834128519	0.837080538718087	0.444295162682992	0.65682919811507	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1160313	1160912	.	+	0	ID=cds-WP_015339270.1;Parent=gene-RTCIAT899_RS05630;Dbxref=GenBank:WP_015339270.1;Name=WP_015339270.1;Ontology_term=GO:0006189,GO:0004644;gbkey=CDS;go_function=phosphoribosylglycinamide formyltransferase activity|0004644||IEA;go_process='de novo' IMP biosynthetic process|0006189||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339270.1;locus_tag=RTCIAT899_RS05630;product=phosphoribosylglycinamide formyltransferase;protein_id=WP_015339270.1;transl_table=11	14.142857142857142	20.333333333333332	13.0	32.0	6.0	2.3333333333333335	11.5007341122195	-0.158959921304991	0.812533707470969	-0.195634863936608	0.844895970056196	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1161040	1161792	.	-	0	ID=cds-WP_041677315.1;Parent=gene-RTCIAT899_RS05635;Dbxref=GenBank:WP_041677315.1;Name=WP_041677315.1;Ontology_term=GO:0016491;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004121774.1;locus_tag=RTCIAT899_RS05635;product=SDR family oxidoreductase;protein_id=WP_041677315.1;transl_table=11	3.0	17.0	0.25	15.058823529411764	1.0	0.058823529411764705	2.43990858306384	-0.0858525857033623	0.779978078599291	-0.110070511029668	0.912353454813745	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1161890	1162798	.	+	0	ID=cds-WP_015339272.1;Parent=gene-RTCIAT899_RS05640;Dbxref=GenBank:WP_015339272.1;Name=WP_015339272.1;Ontology_term=GO:0006355,GO:0003700,GO:0043565;gbkey=CDS;go_function=DNA-binding transcription factor activity|0003700||IEA,sequence-specific DNA binding|0043565||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339272.1;locus_tag=RTCIAT899_RS05640;product=AraC family transcriptional regulator;protein_id=WP_015339272.1;transl_table=11	12.85	15.0	9.333333333333334	23.451923076923077	1.1666666666666667	1.0	7.10910686211852	-0.796876826412501	0.833981987701719	-0.955508438028173	0.339320640263706	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1162815	1163213	.	-	0	ID=cds-WP_184461959.1;Parent=gene-RTCIAT899_RS05645;Dbxref=GenBank:WP_184461959.1;Name=WP_184461959.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008522585.1;locus_tag=RTCIAT899_RS05645;product=PilZ domain-containing protein;protein_id=WP_184461959.1;transl_table=11	32.5	47.33333333333333	24.0	47.05263157894737	7.0	4.0	20.8049150317404	-0.389595541174429	0.782694508313367	-0.497761945479815	0.618651840984117	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1163524	1163958	.	+	0	ID=cds-WP_015339274.1;Parent=gene-RTCIAT899_RS05650;Dbxref=GenBank:WP_015339274.1;Name=WP_015339274.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339274.1;locus_tag=RTCIAT899_RS05650;product=glyoxalase superfamily protein;protein_id=WP_015339274.1;transl_table=11	2.214285714285714	44.64285714285714	0.2857142857142857	65.64285714285714	0.42857142857142855	0.18831168831168832	5.20686100140798	-1.06664199349282	0.809849881811413	-1.31708606428025	0.187809777680282	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1164023	1165390	.	+	0	ID=cds-WP_015339275.1;Parent=gene-RTCIAT899_RS05655;Dbxref=GenBank:WP_015339275.1;Name=WP_015339275.1;Ontology_term=GO:0006855,GO:0055085,GO:0015297,GO:0042910,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=antiporter activity|0015297||IEA,xenobiotic transmembrane transporter activity|0042910||IEA;go_process=xenobiotic transmembrane transport|0006855||IEA,transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008522576.1;locus_tag=RTCIAT899_RS05655;product=MATE family efflux transporter;protein_id=WP_015339275.1;transl_table=11	0	50.166666666666664	1.6200757575757574	64.2864468864469	1.0	1.1428571428571428	6.41452876741626	-0.688670953666482	0.832173608876689	-0.82755682987362	0.407921525217528	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1165454	1166251	.	-	0	ID=cds-WP_015339276.1;Parent=gene-RTCIAT899_RS05660;Dbxref=GenBank:WP_015339276.1;Name=WP_015339276.1;Ontology_term=GO:0019310,GO:0016861;gbkey=CDS;gene=iolB;go_function=intramolecular oxidoreductase activity%2C interconverting aldoses and ketoses|0016861||IEA;go_process=inositol catabolic process|0019310||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018898829.1;locus_tag=RTCIAT899_RS05660;product=5-deoxy-glucuronate isomerase;protein_id=WP_015339276.1;transl_table=11	2.0	39.276923076923076	3.0	56.0	1.0	3.0	7.06757542424915	-0.356462319834258	0.835306727062925	-0.426744222553597	0.66956563667059	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1166322	1167239	.	-	0	ID=cds-WP_015339277.1;Parent=gene-RTCIAT899_RS05665;Dbxref=GenBank:WP_015339277.1;Name=WP_015339277.1;Ontology_term=GO:0019310,GO:0050114;gbkey=CDS;gene=iolE;go_function=myo-inosose-2 dehydratase activity|0050114||IEA;go_process=inositol catabolic process|0019310||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018857447.1;locus_tag=RTCIAT899_RS05665;product=myo-inosose-2 dehydratase;protein_id=WP_015339277.1;transl_table=11	0.25	12.066666666666666	1.0434782608695652	19.0625	0.125	2.0	2.51125591461997	-0.0497134891427365	0.779512318162892	-0.0637751168062339	0.949149291826467	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1167307	1169157	.	-	0	ID=cds-WP_015339278.1;Parent=gene-RTCIAT899_RS05670;Dbxref=GenBank:WP_015339278.1;Name=WP_015339278.1;Ontology_term=GO:0019310,GO:0016823,GO:0030976;gbkey=CDS;gene=iolD;go_function=hydrolase activity%2C acting on acid carbon-carbon bonds%2C in ketonic substances|0016823||IEA,thiamine pyrophosphate binding|0030976||IEA;go_process=inositol catabolic process|0019310||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008522566.1;locus_tag=RTCIAT899_RS05670;product=3D-(3%2C5/4)-trihydroxycyclohexane-1%2C2-dione acylhydrolase (decyclizing);protein_id=WP_015339278.1;transl_table=11	2.3000000000000003	60.5	2.5115440115440113	70.16666666666666	4.5	0.16666666666666666	8.61662731628216	-0.465672208773987	0.836642621479389	-0.556596325382712	0.577803264972441	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1169183	1171117	.	-	0	ID=cds-WP_015339279.1;Parent=gene-RTCIAT899_RS05675;Dbxref=GenBank:WP_015339279.1;Name=WP_015339279.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339279.1;locus_tag=RTCIAT899_RS05675;product=bifunctional 5-dehydro-2-deoxygluconokinase/5-dehydro-2-deoxyphosphogluconate aldolase;protein_id=WP_015339279.1;transl_table=11	3.6659090909090906	32.78333333333333	3.1644230769230766	40.602380952380955	4.355357142857143	5.450000000000001	8.78379836247616	0.476326883764008	0.819770649272343	0.581048960690179	0.561207456053085	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1171297	1172169	.	-	0	ID=cds-WP_015339280.1;Parent=gene-RTCIAT899_RS05680;Dbxref=GenBank:WP_015339280.1;Name=WP_015339280.1;Ontology_term=GO:0006355,GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018482490.1;locus_tag=RTCIAT899_RS05680;product=MurR/RpiR family transcriptional regulator;protein_id=WP_015339280.1;transl_table=11	3.0	33.0	1.1428571428571428	36.0	1.0	0	4.31252286361687	-0.61833444841871	0.826214769706616	-0.748394329283508	0.454222341974063	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1172404	1173522	.	+	0	ID=cds-WP_015339281.1;Parent=gene-RTCIAT899_RS05685;Dbxref=GenBank:WP_015339281.1;Name=WP_015339281.1;Ontology_term=GO:0000166,GO:0003824;gbkey=CDS;go_function=nucleotide binding|0000166||IEA,catalytic activity|0003824||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339281.1;locus_tag=RTCIAT899_RS05685;product=Gfo/Idh/MocA family protein;protein_id=WP_015339281.1;transl_table=11	25.275432900432897	37.325	18.041666666666668	48.875	6.958333333333333	0.2361111111111111	15.766553897817	-0.574439205168172	0.817187969529036	-0.70294623340972	0.482089257177227	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1173664	1174881	.	+	0	ID=cds-WP_015339282.1;Parent=gene-RTCIAT899_RS05690;Dbxref=GenBank:WP_015339282.1;Name=WP_015339282.1;Ontology_term=GO:0000166,GO:0016491;gbkey=CDS;go_function=nucleotide binding|0000166||IEA,oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018857442.1;locus_tag=RTCIAT899_RS05690;product=NAD(P)/FAD-dependent oxidoreductase;protein_id=WP_015339282.1;transl_table=11	27.11111111111111	28.11111111111111	12.924242424242424	45.58333333333333	4.0	3.0	14.4106923944837	-0.370297421738434	0.801101235623451	-0.462235489438802	0.643912455663408	0.999586711632956
sense	NC_020059.1	tRNAscan-SE	tRNA	1175011	1175100	.	+	.	ID=rna-RTCIAT899_RS05695;Parent=gene-RTCIAT899_RS05695;anticodon=(pos:1175045..1175047);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=RTCIAT899_RS05695;product=tRNA-Ser	6.0	5.0	3.0	8.0	4.0	0	4.12620341213309	0.359186711806444	0.828034022711503	0.433782552352428	0.664446352741688	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1175175	1176089	.	-	0	ID=cds-WP_015339283.1;Parent=gene-RTCIAT899_RS05700;Dbxref=GenBank:WP_015339283.1;Name=WP_015339283.1;Ontology_term=GO:0006355,GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339283.1;locus_tag=RTCIAT899_RS05700;product=LysR family transcriptional regulator;protein_id=WP_015339283.1;transl_table=11	5.5	36.0	6.333333333333333	59.5	6.0	7.0	12.5409344538631	0.418701718122259	0.79203537395465	0.528640174278671	0.597055085696236	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1176209	1176937	.	+	0	ID=cds-WP_015339284.1;Parent=gene-RTCIAT899_RS05705;Dbxref=GenBank:WP_015339284.1;Name=WP_015339284.1;Ontology_term=GO:0016491;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013845896.1;locus_tag=RTCIAT899_RS05705;product=SDR family oxidoreductase;protein_id=WP_015339284.1;transl_table=11	1.1666666666666667	14.833333333333334	2.0	10.5	1.1428571428571428	1.190909090909091	2.73128476192513	0.0379931717749618	0.8140888570032	0.0466695637068675	0.962776588546356	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1176967	1177254	.	+	0	ID=cds-WP_376766865.1;Parent=gene-RTCIAT899_RS05710;Dbxref=GenBank:WP_376766865.1;Name=WP_376766865.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017267976.1;locus_tag=RTCIAT899_RS05710;product=Atu4866 domain-containing protein;protein_id=WP_376766865.1;transl_table=11	2.142857142857143	7.5	3.0	10.541666666666666	0	1.0	2.3901917122008	-0.416568722889935	0.796365654236632	-0.523087253542148	0.600913535290276	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1177795	1178844	.	+	0	ID=cds-WP_015339286.1;Parent=gene-RTCIAT899_RS05715;Dbxref=GenBank:WP_015339286.1;Name=WP_015339286.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007693115.1;locus_tag=RTCIAT899_RS05715;product=porin;protein_id=WP_015339286.1;transl_table=11	0	20.267857142857142	2.833333333333333	28.116666666666667	1.3333333333333333	2.0	4.19107748359347	-0.192168875705143	0.827944315949259	-0.232103623399861	0.816457530655864	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1179309	1180376	.	+	0	ID=cds-WP_015339287.1;Parent=gene-RTCIAT899_RS05720;Dbxref=GenBank:WP_015339287.1;Name=WP_015339287.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007693113.1;locus_tag=RTCIAT899_RS05720;product=porin;protein_id=WP_015339287.1;transl_table=11	3.0	24.68633540372671	0	30.78333333333333	0	2.0	3.94995633072479	-0.141864192896637	0.815314043323023	-0.173999447278539	0.861865896612822	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1180498	1181391	.	-	0	ID=cds-WP_015339288.1;Parent=gene-RTCIAT899_RS05725;Dbxref=GenBank:WP_015339288.1;Name=WP_015339288.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339288.1;locus_tag=RTCIAT899_RS05725;product=alpha/beta fold hydrolase;protein_id=WP_015339288.1;transl_table=11	3.636111111111111	24.055555555555557	3.7055555555555557	26.5	5.875000000000001	0	6.54959817623262	0.223787734903559	0.836680176350738	0.267471061498828	0.789106492341303	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1181468	1183519	.	-	0	ID=cds-WP_041677316.1;Parent=gene-RTCIAT899_RS05730;Dbxref=GenBank:WP_041677316.1;Name=WP_041677316.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007693109.1;locus_tag=RTCIAT899_RS05730;product=transglycosylase SLT domain-containing protein;protein_id=WP_041677316.1;transl_table=11	11.074999999999998	53.333333333333336	2.2	86.82692307692308	6.7666666666666675	3.75	13.4346543878607	0.20249149762367	0.807806216307108	0.250668407268963	0.802070488298099	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1183737	1184621	.	+	0	ID=cds-WP_015339290.1;Parent=gene-RTCIAT899_RS05735;Dbxref=GenBank:WP_015339290.1;Name=WP_015339290.1;Ontology_term=GO:0009089,GO:0008840;gbkey=CDS;gene=dapA;go_function=4-hydroxy-tetrahydrodipicolinate synthase activity|0008840||IEA;go_process=lysine biosynthetic process via diaminopimelate|0009089||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006311526.1;locus_tag=RTCIAT899_RS05735;product=4-hydroxy-tetrahydrodipicolinate synthase;protein_id=WP_015339290.1;transl_table=11	6.779904306220091	25.818181818181834	12.00000000000003	47.45631701631698	12.454545454545489	6.545454545454542	15.7775232555395	0.618619639137957	0.773013752266893	0.80026990118071	0.423554437865659	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1184754	1185233	.	+	0	ID=cds-WP_015339291.1;Parent=gene-RTCIAT899_RS05740;Dbxref=GenBank:WP_015339291.1;Name=WP_015339291.1;Ontology_term=GO:0003723;gbkey=CDS;gene=smpB;go_function=RNA binding|0003723||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004675044.1;locus_tag=RTCIAT899_RS05740;product=SsrA-binding protein SmpB;protein_id=WP_015339291.1;transl_table=11	0.058823529411764705	9.333333333333334	4.0	10.0625	0.1111111111111111	3.0	3.2084301749597	0.0119813530719821	0.804335413772539	0.0148959661191423	0.988115178137057	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1185512	1186096	.	-	0	ID=cds-WP_015339292.1;Parent=gene-RTCIAT899_RS05745;Dbxref=GenBank:WP_015339292.1;Name=WP_015339292.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007693103.1;locus_tag=RTCIAT899_RS05745;product=NYN domain-containing protein;protein_id=WP_015339292.1;transl_table=11	5.392857142857143	26.0	4.0	30.5	1.3761904761904762	2.1666666666666665	5.73788023112634	-0.31133816206157	0.835020249600068	-0.372851032308121	0.70925931873102	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1186408	1186806	.	+	0	ID=cds-WP_015339293.1;Parent=gene-RTCIAT899_RS05750;Dbxref=GenBank:WP_015339293.1;Name=WP_015339293.1;Ontology_term=GO:0006351,GO:0003899;gbkey=CDS;gene=rpoZ;go_function=DNA-directed 5'-3' RNA polymerase activity|0003899||IEA;go_process=DNA-templated transcription|0006351||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003546928.1;locus_tag=RTCIAT899_RS05750;product=DNA-directed RNA polymerase subunit omega;protein_id=WP_015339293.1;transl_table=11	0.09090909090909091	12.0	0	25.5	0	0	1.60521563965214	-0.552858746229965	0.669552025196261	-0.825714396230688	0.408966123835422	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1186907	1189138	.	+	0	ID=cds-WP_015339294.1;Parent=gene-RTCIAT899_RS05755;Dbxref=GenBank:WP_015339294.1;Name=WP_015339294.1;Ontology_term=GO:0015970,GO:0008728,GO:0008893;gbkey=CDS;go_function=GTP diphosphokinase activity|0008728||IEA,guanosine-3'%2C5'-bis(diphosphate) 3'-diphosphatase activity|0008893||IEA;go_process=guanosine tetraphosphate biosynthetic process|0015970||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018115600.1;locus_tag=RTCIAT899_RS05755;product=RelA/SpoT family protein;protein_id=WP_015339294.1;transl_table=11	240.29347826086956	72.08333333333333	178.33333333333334	105.25	185.75	62.0	204.326006575914	0.812923745045429	0.795030923836845	1.0225058179149	0.306541560466949	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1189319	1189468	.	+	0	ID=cds-WP_015339295.1;Parent=gene-RTCIAT899_RS31850;Dbxref=GenBank:WP_015339295.1;Name=WP_015339295.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018857433.1;locus_tag=RTCIAT899_RS31850;product=DUF3563 family protein;protein_id=WP_015339295.1;transl_table=11	2.0	5.0	1.0	3.0	1.0	0	1.41885118594536	0.110073108600937	0.731746840044182	0.150425123249307	0.880429221293634	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1189690	1190277	.	+	0	ID=cds-WP_015339296.1;Parent=gene-RTCIAT899_RS05760;Dbxref=GenBank:WP_015339296.1;Name=WP_015339296.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339296.1;locus_tag=RTCIAT899_RS05760;product=DUF2062 domain-containing protein;protein_id=WP_015339296.1;transl_table=11	3.9142857142857137	19.34285714285714	1.454212454212454	31.0	2.9999999999999996	0	4.43873577836785	-0.067717819511389	0.831380263143762	-0.0814522818419125	0.93508227229815	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1190318	1190722	.	+	0	ID=cds-WP_015339297.1;Parent=gene-RTCIAT899_RS05765;Dbxref=GenBank:WP_015339297.1;Name=WP_015339297.1;Ontology_term=GO:0008610,GO:0008897;gbkey=CDS;gene=acpS;go_function=holo-[acyl-carrier-protein] synthase activity|0008897||IEA;go_process=lipid biosynthetic process|0008610||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339297.1;locus_tag=RTCIAT899_RS05765;product=holo-ACP synthase;protein_id=WP_015339297.1;transl_table=11	4.5	12.0	3.0	11.0	0	1.0	2.96614810044214	-0.392513967783239	0.812994684262613	-0.482800165094867	0.629237633577497	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1190837	1191583	.	+	0	ID=cds-WP_015339298.1;Parent=gene-RTCIAT899_RS05770;Dbxref=GenBank:WP_015339298.1;Name=WP_015339298.1;Ontology_term=GO:0006465,GO:0009306,GO:0004252,GO:0016020;gbkey=CDS;gene=lepB;go_component=membrane|0016020||IEA;go_function=serine-type endopeptidase activity|0004252||IEA;go_process=signal peptide processing|0006465||IEA,protein secretion|0009306||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339298.1;locus_tag=RTCIAT899_RS05770;product=signal peptidase I;protein_id=WP_015339298.1;transl_table=11	2.0	21.0	3.0	27.5	0.2	0.5	3.24948381072212	-1.0422130588556	0.803897077117634	-1.29645086233233	0.1948201985903	0.999586711632956
sense	NC_020059.1	Protein Homology	CDS	1191580	1192299	.	+	0	ID=cds-WP_015339299.1;Parent=gene-RTCIAT899_RS05775;Dbxref=GenBank:WP_015339299.1;Name=WP_015339299.1;Ontology_term=GO:0006364,GO:0006396,GO:0003723,GO:0004525;gbkey=CDS;gene=rnc;go_function=RNA binding|0003723||IEA,ribonuclease III activity|0004525||IEA;go_process=rRNA processing|0006364||IEA,RNA processing|0006396||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007693085.1;locus_tag=RTCIAT899_RS05775;product=ribonuclease III;protein_id=WP_015339299.1;transl_table=11	9.0	4.0	7.5	9.0	2.0	1.5	5.92927699444946	-0.132533616926408	0.836636223586258	-0.158412477478324	0.874131782316412	0.999586711632956
